Facility Type,Facility Number,Facility Name,Licensee,Facility Administrator,Facility Telephone Number,Facility Address,Facility City,Facility State,Facility Zip,County Name,Regional Office,Facility Capacity,Facility Status,License First Date,Closed Date,Price per week
DAY CARE CENTER,191600685,GARDENA CHRISTIAN ACADEMY,FIRST ASSEMBLY OF GOD,KIM PURNELL,(310) 527-0348,16311 SOUTH WESTERN AVENUE,GARDENA,CA,90247,LOS ANGELES,30,86,LICENSED,1/20/1996,,
DAY CARE CENTER,197413515,GARDENA EARLY EDUCATION CENTER,LAUSD/EARLY CHILDHOOD EDUCATION,"CHILDRESS, CANDIE",(310) 354-5091,1350 WEST 177TH STREET,GARDENA,CA,90248,LOS ANGELES,30,168,LICENSED,6/29/2006,,
DAY CARE CENTER,191600254,GARDENA VALLEY CHRISTIAN PRE-SCHOOL,GARDENA VALLEY ASSEMBLY OF GOD,"ROBERTS, CAROLYN",(310) 324-9736,1409 WEST 182ND STREET,GARDENA,CA,90247,LOS ANGELES,30,75,LICENSED,3/20/1993,,
DAY CARE CENTER,197415787,GARDNER ELEMENTARY SCHOOL,LAUSD/EARLY CHILDHOOD EDUCATION,"URBINA, KENNETH",(323) 876-4710,7450 HAWTHORNE AVENUE ROOM #15,LOS ANGELES,CA,90046,LOS ANGELES,30,19,LICENSED,9/17/2008,,
DAY CARE CENTER,434400479,GARDNER PRESCHOOL,SAN JOSE UNIFIED SCHOOL DISTRICT,"MCDONALD, KALANE",(408) 535-6083,502 ILLINOIS AVENUE,SAN JOSE,CA,95125,SANTA CLARA,7,24,LICENSED,8/26/1998,,
DAY CARE CENTER,372005177,GARFIELD CHILDREN'S CENTER,SAN DIEGO UNIFIED SCHOOL DISTRICT,MARIA D. GARCIA,(619) 362-4330,4460 IDAHO STREET,SAN DIEGO,CA,92116,SAN DIEGO,20,115,CLOSED,1/17/1982,9/28/2016,
DAY CARE CENTER,191598106,GARFIELD ELEMENTARY SCHOOL,MONTEBELLO UNIFIED SCHOOL DISTRICT,MARIANA SANCHEZ,(562) 927-1915,7425 SOUTH GARFIELD AVENUE,BELL GARDENS,CA,90201,LOS ANGELES,54,41,LICENSED,9/16/1992,,
DAY CARE CENTER,191608474,GARFIELD HEAD START,LONG BEACH UNIFIED SCHOOL DISTRICT,BLANCA URETA & CHANTHY LIM,(310) 427-0833,2240 BALTIC AVENUE,LONG BEACH,CA,90810,LOS ANGELES,54,58,LICENSED,11/10/1992,,
DAY CARE CENTER,376700394,GARFIELD STATE PRESCHOOL,SAN DIEGO UNIFIED SCHOOL DISTRICT,EULALIA BARHOUMI,(619) 362-4300,4487 OREGON STREET,SAN DIEGO,CA,92116,SAN DIEGO,20,72,LICENSED,9/4/2007,,
DAY CARE CENTER,343600517,GARFIELD STATE PRESCHOOL & HEAD START,SAN JUAN UNIFIED SCHOOL DISTRICT,JANET SCHWARTZ-EDMISTEN,(916) 575-2349,3700 GARFIELD AVENUE,CARMICHAEL,CA,95608,SACRAMENTO,3,68,LICENSED,9/2/1994,,
DAY CARE CENTER,197418630,GARR LEARNING CENTER,"VERNON, GERAE","VERNON, GERAE",(323) 752-2126,6305 S. VERMONT AVENUE,LOS ANGELES,CA,90044,LOS ANGELES,30,75,CLOSED,6/21/2013,11/21/2017,
DAY CARE CENTER,380504276,GATES AND BRIDGES PRESCHOOL,INFANT DEVELOPMENT CENTER OF SAN FRANCISCO,"MATSUOKA, JULIE",(415) 664-3005,1601 10TH AVENUE,SAN FRANCISCO,CA,94122,SAN FRANCISCO,5,16,LICENSED,6/22/1984,,
DAY CARE CENTER,191890351,GATES STREET EARLY EDUCATION CENTER,LAUSD/EARLY CHILDHOOD EDUCATION,SCARLETT RAMIREZ-HOLGUIN,(323) 222-0277,2306 THOMAS STREET,LOS ANGELES,CA,90031,LOS ANGELES,33,114,LICENSED,3/21/1994,,
DAY CARE CENTER,197402297,GATES STREET ELEMENTARY SCHOOL ROOM 5,LAUSD/EARLY CHILDHOOD EDUCATION,"ROBLES, MARICELA SANCHEZ",(323) 225-9574,3333 MANITOU AVENUE,LOS ANGELES,CA,90031,LOS ANGELES,33,23,LICENSED,3/22/1996,,
DAY CARE CENTER,364819909,GATEWAY ACADEMY,"GATEWAY ACADEMY, LLC",NICOLE GARCIA,(909) 465-6111,12818 E. END AVENUE,CHINO,CA,91710,SAN BERNARDINO,9,120,LICENSED,4/3/2008,,
DAY CARE CENTER,414001719,GATEWAY CHILD CARE CENTER - PRESCHOOL,YMCA OF SAN FRANCISCO,SHERIANN CHAW,(650) 873-8145,559 GATEWAY BOULEVARD,SOUTH SAN FRANCISCO,CA,94080,SAN MATEO,5,75,LICENSED,7/21/2004,,
DAY CARE CENTER,243808216,GATEWAY EDUCARE INFANT CENTER AND PRESCHOOL,"GATEWAY COMMUNITY CHRISTIAN REFORMED CHURCH, INC.","DUNN, STEPHANIE",(209) 725-7935,343 E. DONNA DRIVE,MERCED,CA,95340,MERCED,4,46,LICENSED,9/16/2005,,
DAY CARE CENTER,198016261,GATEWAY MONTESSORI AND PRESCHOOL OF SAN DIMAS,GATEWAY MONTESSORI AND PRESCHOOL OF SAN DIMAS,CHARMAINE MANAGE,(909) 592-7700,516 E. BONITA AVENUE,SAN DIMAS,CA,91773,LOS ANGELES,33,94,LICENSED,6/20/2011,,
DAY CARE CENTER,198006449,GATEWAY MONTESSORI & PRESCHOOL,CHARMAINE MANAGE,CHARMAINE MANAGE,(626) 331-0931,4730 GRAND AVE.,COVINA,CA,91724,LOS ANGELES,33,75,LICENSED,2/22/2001,,
DAY CARE CENTER,434412404,GATEWAY PRESCHOOL ACADEMY,GATEWAY PRESCHOOL ACADEMY,SANDRA KANG,(408) 520-4311,2360 MCLAUGHLIN AVENUE,SAN JOSE,CA,95122,SANTA CLARA,7,60,LICENSED,9/1/2011,,
DAY CARE CENTER,197417359,GAULT ST. ELEMENTARY SCHOOL CSPP RM. 28,LOS ANGELES UNIFIED SCHOOL DISTRICT,"ALBION, WILLIAM B.",(818) 343-1933,17000 GAULT STREET,VAN NUYS,CA,91406,LOS ANGELES,30,24,LICENSED,10/11/2010,,
DAY CARE CENTER,430703716,GAVILAN JOINT COMMUNITY COLLEGE DIST. CDC,GAVILAN JOINT COMMUNITY COLLEGE,SUSAN ALONZO,(408) 848-4815,5055 SANTA TERESA BLVD.,GILROY,CA,95020,SANTA CLARA,7,27,CLOSED,6/6/1982,8/3/2015,
DAY CARE CENTER,192001160,GAVIOTA HEAD START,LONG BEACH UNIFIED SCHOOL DISTRICT,SOPHIA TOCH,(562) 599-3843,1131 GAVIOTA STREET,LONG BEACH,CA,90813,LOS ANGELES,54,90,CLOSED,3/31/2000,6/8/2018,
DAY CARE CENTER,10212172,GAY AUSTIN SCHOOL (THE),"RAETZE, BONNIE S.","COSGROVE, PAT",(510) 526-2815,1611 HOPKINS STREET,BERKELEY,CA,94707,ALAMEDA,2,28,CLOSED,5/25/1989,6/14/2019,
DAY CARE CENTER,270703403,GAZEBO SCHOOL PARK,ESALEN INSTITUTE,JESSICA TAMAYO,(831) 667-3026,55000 HWY 1 ESALEN INSTITUTE,BIG SUR,CA,93920,MONTEREY,7,16,CLOSED,12/9/1995,4/20/2018,
DAY CARE CENTER,414000350,GAZELLE DEVELOPMENTAL SCHOOL,GLORIA MASON,"MASON, GLORIA",(650) 347-8411,770 N. EL CAMINO REAL,SAN MATEO,CA,94401,SAN MATEO,5,34,LICENSED,2/14/1997,,
DAY CARE CENTER,197493121,GCC UPSTREET PRESCHOOL,GOOD COMMUNITY CHURCH OF TORRANCE,PARK HYEYONNG,(310) 371-0555,19801 MARINER AVE,TORRANCE,CA,90503,LOS ANGELES,30,67,LICENSED,11/1/2016,,
DAY CARE CENTER,394500052,GCT - SISTER DIANE'S DAYCARE,GREATER CHRIST TEMPLE CHURCH,"VAUGHN, DIANA",(209) 943-0353,8728 THORNTON RD,STOCKTON,CA,95209,SAN JOAQUIN,53,15,CLOSED,,12/18/2019,
DAY CARE CENTER,198006398,GEDDES,BALDWIN PARK UNIFIED SCHOOL DISTRICT,RUSSHELL MARTINEZ-ORTEGA,(626) 337-2711,14600 CAVETTE PLACE,BALDWIN PARK,CA,91706,LOS ANGELES,33,74,LICENSED,6/13/2001,,
DAY CARE CENTER,376700889,GENAVEVE'S PLAYHOUSE PRESCHOOL,"GENAVEVE'S PLAYHOUSE PRESCHOOL, LLC",BONNIE SCIARRINO,(619) 390-5555,8035 WINTER GARDENS BLVD,EL CAJON,CA,92021,SAN DIEGO,51,30,CLOSED,3/26/2012,11/12/2015,
DAY CARE CENTER,376701123,GENAVEVES PLAYHOUSE PRESCHOOL,GEVAVEVES PLAYHOUSE PRESCHOOL,BONNIE SCIARRINO,(619) 722-7166,2538 ALPINE BOULEVARD,ALPINE,CA,91901,SAN DIEGO,20,30,CLOSED,10/21/2014,1/6/2017,
DAY CARE CENTER,376700947,GENAVEVES PLAYHOUSE PRESCHOOL,"GENAVEVES PLAYHOUSE PRESCHOOL, LLC","MURPHY, TIMBERLY",(619) 749-0270,8835 OLIVE LANE,SANTEE,CA,92071,SAN DIEGO,51,20,CLOSED,11/2/2012,1/23/2017,
DAY CARE CENTER,414000546,GENENTECH'S 2ND GENERATION,"CORPORATE FAMILY SOLUTIONS, LLC",RACHYL ALCANTARA,(650) 225-3666,850 GATEWAY BOULEVARD,SOUTH SAN FRANCISCO,CA,94080,SAN MATEO,5,182,CLOSED,12/30/1997,5/11/2018,
DAY CARE CENTER,414002366,GENENTECH 2ND GENERATION @ ALLERTON,"BRIGHT HORIZONS CHILDREN'S CENTERS, LLC",AMTUL SUHAIL,(650) 225-3666,444 ALLERTON AVENUE,SOUTH SAN FRANCISCO,CA,94080,SAN MATEO,5,430,LICENSED,8/29/2008,,
DAY CARE CENTER,340314892,"GENERAL DAVIE, JR. PRIMARY CENTER",SAN JUAN UNIFIED SCHOOL DISTRICT,"ANDREWS,J/MARRIOTT,L",(916) 971-7375,1500 DOM WAY,SACRAMENTO,CA,95864,SACRAMENTO,3,248,LICENSED,5/4/1992,,
DAY CARE CENTER,434408019,GENESIS PRESCHOOL/CHILDCARE,ELAINE WALKER,ELAINE WALKER,(408) 251-7793,2490 STORY ROAD,SAN JOSE,CA,95122,SANTA CLARA,7,45,CLOSED,2/4/2005,1/31/2017,
DAY CARE CENTER,434415112,GENESIS (THE BEGINNING) PRESCHOOL CHILDCARE,ELAINE WALKER,ELAINE WALKER,(408) 251-7793,505 SOUTH WHITE ROAD,SAN JOSE,CA,95127,SANTA CLARA,7,50,CLOSED,,1/31/2017,
DAY CARE CENTER,304370859,GENEVA CHILDRENS CENTER,GENEVA PRESBYTERIAN CHURCH,"HOSELTON, SHERRY",(949) 581-2200,24301 EL TORO ROAD,LAGUNA HILLS,CA,92637,ORANGE,6,48,LICENSED,9/13/2013,,
DAY CARE CENTER,343622470,GENIUS KIDS,"DP KIDS CARE, INC.","GARCIA, VANESSA",(916) 719-2261,2740 LA LOMA DRIVE,RANCHO CORDOVA,CA,95670,SACRAMENTO,3,22,LICENSED,5/24/2018,,
DAY CARE CENTER,343622472,GENIUS KIDS,"DP KIDS CARE, INC.","FANT, TIANI",(916) 719-2261,2800 LA LOMA DRIVE,RANCHO CORDOVA,CA,95670,SACRAMENTO,3,58,LICENSED,5/24/2018,,
DAY CARE CENTER,434413688,GENIUS KIDS,SMPKIDZONE LLC,SHIVASHANKARI VELMURUGAN,(408) 899-9324,1682-1686 BERRYESSA ROAD,SAN JOSE,CA,95133,SANTA CLARA,7,59,LICENSED,8/11/2014,,
DAY CARE CENTER,434414762,GENIUS KIDS,GURUKIDS LLC DBA GENIUS KIDS,"SHARMA,MANJULA&VINEET",(408) 786-5014,3520 SAN FELIPE ROAD,SAN JOSE,CA,95135,SANTA CLARA,7,60,CLOSED,9/30/2016,2/15/2019,
DAY CARE CENTER,434414478,GENIUS KIDS,"MIRACLE MILESTONE, INC.",ANDREA KERN,(408) 771-3403,7132 SANTA TERESA BOULEVARD,SAN JOSE,CA,95139,SANTA CLARA,7,81,LICENSED,9/27/2016,,
DAY CARE CENTER,434413902,GENIUS KIDS,PRESCHOOL LEARNING ACADEMY LLC,MELISSA CARDENAS,(408) 893-2223,174 W. MAIN AVENUE,MORGAN HILL,CA,95037,SANTA CLARA,7,86,LICENSED,5/15/2014,,
DAY CARE CENTER,13422011,GENIUS KIDS,"MISSION PEAK ACADEMY, INC.",SHERRI SMITH,(510) 731-6192,34960 - 11TH ST,UNION CITY,CA,94587,ALAMEDA,52,24,CLOSED,4/9/2015,9/8/2016,
DAY CARE CENTER,13422423,GENIUS KIDS,"NORCAL ECE ACADEMY, INC.","BALI, MARTHA",(510) 731-6192,34960 - 11TH ST.,UNION CITY,CA,94587,ALAMEDA,52,25,LICENSED,9/8/2016,,
DAY CARE CENTER,73407470,GENIUS KIDS,"SUNSHINE ACADEMY, LLC.","THOMPSON, TINA",(925) 918-5622,"1021 MARKET PLACE, SUITE A",SAN RAMON,CA,94583,CONTRA COSTA,52,26,CLOSED,2/24/2015,7/12/2017,
DAY CARE CENTER,13421411,GENIUS KIDS,"MISSION PEAK ACADEMY, INC.","TREUR, OFELIA",(510) 999-7704,"46132 WARM SPRINGS BLVD., #101",FREMONT,CA,94539,ALAMEDA,52,28,CLOSED,5/6/2014,10/14/2016,
DAY CARE CENTER,15700503,GENIUS KIDS,"VIVID KREATIONS, LLC","GANDHI, DIMPLE",(510) 581-5046,2500 HANSEN ROAD,HAYWARD,CA,94541,ALAMEDA,52,34,LICENSED,8/13/2019,,
DAY CARE CENTER,13422440,GENIUS KIDS,"ZENKAY, LLC.","KUNDU, SONALI",(510) 925-8545,2500 HANSEN RD.,HAYWARD,CA,94541,ALAMEDA,52,34,LICENSED,1/12/2017,,
DAY CARE CENTER,434413044,GENIUS KIDS,"KARER CDC, CCC",SUSIE MORA,(650) 759-8381,569 SAN ANTONIO ROAD,PALO ALTO,CA,94306,SANTA CLARA,52,45,LICENSED,1/25/2013,,
DAY CARE CENTER,13422065,GENIUS KIDS,"KIDZONE, LLC.","SAMIMI, KELLY",(925) 828-2081,11760 DUBLIN BLVD.,DUBLIN,CA,94568,ALAMEDA,52,60,LICENSED,4/15/2016,,
DAY CARE CENTER,13422418,GENIUS KIDS,"MISSION KIDS ACADEMY, INC.","MANDAL, APARIJITA",(408) 401-8171,4168 TECHNOLOGY DR.,FREMONT,CA,94538,ALAMEDA,52,104,LICENSED,9/29/2016,,
DAY CARE CENTER,434414244,GENIUS KIDS-MILPITAS,SUNRISE ACADEMY LLC,JOSEFINA GRIFFIN,(408) 610-4000,495 JACKLIN ROAD,MILPITAS,CA,95035,SANTA CLARA,52,50,LICENSED,9/25/2015,,
DAY CARE CENTER,73408258,GENIUS KIDS - BRENTWOOD,"RED APPLE EDUCATION, LLC","GARCIA, ROSARIO",(209) 612-2820,1265 DAINTY AVE,BRENTWOOD,CA,94513,CONTRA COSTA,2,24,LICENSED,4/12/2018,,
DAY CARE CENTER,13422071,GENIUS KIDS - CIVIC CENTER,"SMPKIDZONE, LLC.","PEREZ, LINDA",(224) 678-6806,"39380 CIVIC CENTER DR., STE. A",FREMONT,CA,94538,ALAMEDA,52,30,CLOSED,8/4/2016,7/28/2017,
DAY CARE CENTER,13422025,GENIUS KIDS - CIVIC CENTER,LEARN AND FUN,"NGUYEN, KEELY",(510) 818-1865,39380 CIVIC CENTER DR. STE A,FREMONT,CA,94538,ALAMEDA,52,30,CLOSED,7/14/2015,8/4/2016,
DAY CARE CENTER,13422044,GENIUS KIDS - DUBLIN CAMPUS,SUNSHINE KIDS EDUCATION,"ARUMUGAM, VENRKATESWARI",(925) 361-0398,"5286 IRON HORSE PKWY., STE. D",DUBLIN,CA,94568,ALAMEDA,52,22,CLOSED,9/17/2015,1/31/2019,
DAY CARE CENTER,13422040,GENIUS KIDS - MISSION CAMPUS,"NORCAL ECE ACADEMY, INC.","BHASIN, RAJLEEN",(510) 659-9900,43423 MISSION BLVD.,FREMONT,CA,94539,ALAMEDA,52,29,LICENSED,3/25/2016,,
DAY CARE CENTER,13421976,GENIUS KIDS - MOWRY CAMPUS,"GENIUS KIDS, INC.","DHILLON, RENNU",(510) 713-2431,3645 MOWRY AVE,FREMONT,CA,94538,ALAMEDA,52,42,LICENSED,11/24/2014,,
DAY CARE CENTER,13421996,GENIUS KIDS - NEWARK,"KIDS ARE CREATORS, LLC.","BRAZELTON, LAURA",(510) 894-8946,39766 CEDAR BLVD,NEWARK,CA,94560,ALAMEDA,52,27,CLOSED,4/27/2015,9/26/2016,
DAY CARE CENTER,13421332,GENIUS KIDS - NEWARK,OUTSTANDING EDUCATION,"BRAZELTON, LAURA",(510) 894-8946,39766 CEDAR BLVD,NEWARK,CA,94560,ALAMEDA,52,27,CLOSED,3/6/2013,2/10/2015,
DAY CARE CENTER,13422417,GENIUS KIDS - PLEASANTON BERNAL,"MBK EDUCATION, LLC.",SUZANNE LOCKLEAR,(925) 425-7530,3550 BERNAL AVE. STE. 100B,PLEASANTON,CA,94566,ALAMEDA,52,89,LICENSED,9/9/2016,,
DAY CARE CENTER,13422010,GENIUS KIDS - PLEASANTON CAMPUS,"GENIUS KIDS, INC.","DHINDSA, SHEENA DHILLON",(510) 896-8764,5698 STONERIDGE DR,PLEASANTON,CA,94588,ALAMEDA,52,60,LICENSED,3/19/2015,,
DAY CARE CENTER,13422475,GENIUS KIDS CLUB-DUBLIN,ANITA BANERJEE & SEKHAR BANERJEE,ANITA BANERJEE,(925) 241-7282,6044 DOUGHERTY RD,DUBLIN,CA,94568,ALAMEDA,52,30,CLOSED,11/21/2017,10/15/2018,
DAY CARE CENTER,73408201,"GENIUS KIDS CLUB, THE","TRI-VALLEY EDUCATION, INC.","MODLIN, LINDA",(925) 309-4728,9000 CROW CANYON RD. #V2,DANVILLE,CA,94506,CONTRA COSTA,2,21,INACTIVE,4/12/2017,,
DAY CARE CENTER,13423054,GENIUS KIDS DOUGHERTY,SUNSHINE ACADEMY LLC,KANNAN ANITHA,(925) 918-5622,6044 DOUGHERTY ROAD,DUBLIN,CA,94568,ALAMEDA,52,30,LICENSED,1/24/2019,,
DAY CARE CENTER,13423075,GENIUS KIDS DUBLIN ECLIPSE,IRON HORSE EDUCATION INC.,"KELLEY, BONNIE",(925) 361-0398,5286 IRON HORSE PARKWAY STE. D,DUBLIN,CA,94568,ALAMEDA,52,22,LICENSED,6/7/2019,,
DAY CARE CENTER,434415506,GENIUS KIDS PRESCHOOL & DAYCARE OF EVERGREEN SJ,"JOGAB ENTERPRISES, INC. DBA GENIUS KIDS PS & DAYC",MONIKA CHAUHAN,(408) 780-4167,"3520 SAN FELIPE ROAD, BLDG. 2",SAN JOSE,CA,95135,SANTA CLARA,7,66,LICENSED,2/18/2019,,
DAY CARE CENTER,73408289,GENIUS KIDS SAN RAMON,SUNLIGHT ACADEMY LLC.,"THOMPSON, TINA",(925) 918-5622,2021 SAN RAMON VALLEY BLVD.,SAN RAMON,CA,94583,CONTRA COSTA,52,40,LICENSED,6/24/2019,,
DAY CARE CENTER,434414180,GENIUS KIDS SANTA CLARA,EGURUKUL INC.,SAPNA RASTOGI,(408) 431-7003,4953 STEVENS CREEK BLVD.,SANTA CLARA,CA,95051,SANTA CLARA,7,27,LICENSED,8/13/2015,,
DAY CARE CENTER,393622248,GENIUS KIDS TRACY,"MNH ENTERPRISES, LLC DBA GENIUS KIDS TRACY","ACHECKZAI, MARCHELLE",(209) 834-5383,1960 W. GRANT LINE ROAD,TRACY,CA,95376,SAN JOAQUIN,53,44,LICENSED,5/21/2018,,
DAY CARE CENTER,414004450,GENIUS LEARNING,GENIUS LEARNING,JUN ZHU,(650) 826-9926,1165 EL CAMINO REAL,SOUTH SAN FRANCISCO,CA,94080,SAN MATEO,5,35,LICENSED,6/1/2018,,
DAY CARE CENTER,414004002,GENIUS LEARNING (PS),GENIUS LEARNING LLC,"LINDA TONG, MGR.",(650) 666-7726,700 PENINSULA AVENUE,BURLINGAME,CA,94010,SAN MATEO,5,49,LICENSED,8/20/2014,,
DAY CARE CENTER,13420928,GENUIS KIDS - MISSION`,OUTSTANDING EDUCATION,"BHASIN, RAJLEEN",(510) 659-9900,43423 B MISSION BLVD,FREMONT,CA,94539,ALAMEDA,52,26,CLOSED,3/22/2012,3/25/2016,
DAY CARE CENTER,197414327,GEORGE DE LA TORRE JR. ELEMENTARY SCHOOL LAUP,LOS ANGELES UNIFIED SCHOOL DISTRICT,"HINOJOSA, IRENE",(310) 847-1400,500 NORTH ISLAND AVE. RM. K-3,WILMINGTON,CA,90744,LOS ANGELES,30,24,LICENSED,5/31/2007,,
DAY CARE CENTER,393611123,GEORGE KELLY CHILD DEVELOPMENT CENTER,CONTINUING DEVELOPMENT INC.,"SHAFFER, JANET",(209) 830-6547,535 MABEL JOSEPHINE DRIVE,TRACY,CA,95377,SAN JOAQUIN,53,40,LICENSED,3/10/2006,,
DAY CARE CENTER,430710434,GEORGE MAYNE STATE PS/CHILDREN CTR,SANTA CLARA UNIFIED SCHOOL DISTRICT,NANCY MORIN/M.DE LA TORRE,(408) 423-1717,5030 N FIRST ST.,ALVISO,CA,95002,SANTA CLARA,52,64,LICENSED,11/8/1992,,
DAY CARE CENTER,543808400,GEORGE MCCANN PRESCHOOL,DIOCESE OF FRESNO ED. CORP. RICHARD E. SEXTON,"RAST, SHEILA",(559) 732-5831,200 E. RACE STREET,VISALIA,CA,93291,TULARE,4,17,LICENSED,12/6/2007,,
DAY CARE CENTER,304370867,GEORGE WHITE ELEMENTARY,CAPISTRANO UNIFIED SCHOOL DISTRICT,"SCINIO, DORCAS",(949) 249-3875,25422 CHAPPAROSA PARK DRIVE,LAGUNA NIGUEL,CA,92677,ORANGE,6,24,LICENSED,6/5/2014,,
DAY CARE CENTER,393620341,GEORGE W. BUSH ELEMENTARY SCHOOL (PS),STOCKTON UNIFIED SCHOOL DISTRICT ECD,"KELLER, DEBRA",(209) 933-7350,5420 FRED RUSSO DRIVE,STOCKTON,CA,95212,SAN JOAQUIN,53,24,LICENSED,2/2/2015,,
DAY CARE CENTER,90309074,GEORGETOWN HEAD START,EL DORADO COUNTY OFFICE OF EDUCATION,"ENGLISH, MARIA",(530) 333-2039,HARKNESS STREET,GEORGETOWN,CA,95634,EL DORADO,3,22,LICENSED,9/29/1986,,
DAY CARE CENTER,406213471,GEORGIA BROWN EARLY LEARNING CENTER,SAN LUIS OBISPO COUNTY OFFICE OF EDUCATION,NANCY NORTON - T5,(805) 782-7274,"3600 OAK STREET, #103",PASO ROBLES,CA,93446,SAN LUIS OBISPO,17,22,LICENSED,10/1/2010,,
DAY CARE CENTER,525403200,GERBER PRESCHOOL,TEHAMA COUNTY DEPARTMENT OF EDUCATION,"GILLAND, BONNIE",(530) 385-1537,23014 CHARD AVENUE,GERBER,CA,96035,TEHAMA,13,24,LICENSED,12/28/2001,,
DAY CARE CENTER,410518145,GERMAN-AMERICAN PRESCHOOL/KINDERGARTEN,"GERMAN-AMERICAN SCHOOL, THE, SOCIETY OF S.F.","SCHMALSTIEG, HEIKE GERTRUD",(650) 324-8617,275 ELLIOTT DRIVE,MENLO PARK,CA,94025,SAN MATEO,5,80,CLOSED,12/15/2000,8/6/2015,
DAY CARE CENTER,13420953,GERMAN INTERNATIONAL SCHOOL OF SILICON VALLEY,GERMAN INTERNATIONAL SCHOOL OF SILICON VALLEY,"JUNGCLAUS, SABRINA",(510) 558-0436,1581 LEROY AVE RM 111,BERKELEY,CA,94708,ALAMEDA,2,24,CLOSED,8/16/2012,12/28/2016,
DAY CARE CENTER,434404393,GERMAN INTERNATIONAL SCHOOL OF SILICON VALLEY,GERMAN INTERNATIONAL SCHOOL OF SILICON VALLEY,MORENA WAACK,(650) 254-0748,310 EASY STREET,MOUNTAIN VIEW,CA,94043,SANTA CLARA,52,110,LICENSED,4/3/2001,,
DAY CARE CENTER,372005111,GETHSEMANE CHRISTIAN PRE-SCHOOL,GETHSEMANE EVANGELICAL LUTHERAN CHURCH,"COFFEE, VICKI",(858) 277-7710,2696 MELBOURNE DR.,SAN DIEGO,CA,92123,SAN DIEGO,51,56,LICENSED,9/27/1983,,
DAY CARE CENTER,214005382,GGA KIDS MARIN,"GGA KIDS MARIN, LLC","MARSHALL, CHRISTINA",(415) 408-6868,201 SEMINARY DRIVE,MILL VALLEY,CA,94941,MARIN,5,45,LICENSED,7/18/2016,,
DAY CARE CENTER,304371059,GGUSD- CARVER EARLY CHILDHOOD EDUCATION CENTER,GARDEN GROVE UNIFIED SCHOOL DISTRICT,"MCCLELLAN, SUE",(714) 663-6298,11150 SANTA ROSALIA,STANTON,CA,90680,ORANGE,6,24,LICENSED,9/2/2015,,
DAY CARE CENTER,304370467,GGUSD-MURDY ELEMENTARY,"GGUSD-LORRIE KLEVOS, COORDINATOR DISTRICT",PATRICIA TRAN,(714) 663-6405,14851 DONEGAL DRIVE,GARDEN GROVE,CA,92844,ORANGE,6,24,LICENSED,9/2/2008,,
DAY CARE CENTER,304371288,GGUSD-SKYLARK PRESCHOOL,GARDEN GROVE UNIFIED SCHOOL DISTRICT,"DRUITT, EMMA",(714) 663-6298,11250 MACMURRAY STREET,GARDEN GROVE,CA,92841,ORANGE,6,144,LICENSED,8/26/2019,,
DAY CARE CENTER,93610277,GHS ACADEMY-JR. KINDERGARTEN,"MIRHAJ, ARMAGHAN","PERRY, TAMARA",(916) 933-0100,1060 SUNCAST LANE,EL DORADO HILLS,CA,95762,EL DORADO,3,22,LICENSED,8/30/2004,,
DAY CARE CENTER,393605729,GIANONE PARK HEAD START,"HEAD START CHILD DEVELOPMENT COUNCIL, INC","GIFFORD, SANDRA",(209) 467-4936,1509 N. GOLDEN GATE,STOCKTON,CA,95205,SAN JOAQUIN,53,40,CLOSED,9/8/2000,6/30/2015,
DAY CARE CENTER,304370713,GIANT STEP LEARNING CENTER,BAMBINI PRESCHOOL LLC,"VAKIL-SIDDIQUI, REHANA",(714) 540-1775,758 ST. CLAIR STREET,COSTA MESA,CA,92626,ORANGE,6,42,LICENSED,6/28/2011,,
DAY CARE CENTER,198400028,GIANT STEPS CHILD CARE CENTER,"GIANT STEPS CHILD CARE CENTER, INC.",REBECCA GENTNER,(562) 212-5764,6951 OBISPO AVE,LONG BEACH,CA,90805,LOS ANGELES,54,108,LICENSED,1/6/2020,,
DAY CARE CENTER,198002658,GIANT STEPS CHILDRENS CENTER,GIANT STEPS CHILDRENS CENTER INC.,YAJAIRA DUQUE,(562) 633-5700,6951 OBISPO AVE.,LONG BEACH,CA,90805,LOS ANGELES,54,120,CLOSED,1/24/1997,1/16/2020,
DAY CARE CENTER,573615663,GIBSON CDC,CONTINUING DEVELOPMENT INC.,"OSTERHOUDT, ASHLEY",(530) 666-4822,312 GIBSON ROAD,WOODLAND,CA,95695,YOLO,53,24,INACTIVE,2/2/2009,,
DAY CARE CENTER,574500035,GIBSON STATE PRESCHOOL,WOODLAND JUSD CHILD DEVELOPMENT,"ALVA, CHRISTINA",(530) 406-5951,312 GIBSON RD,WOODLAND,CA,95695,YOLO,53,24,LICENSED,8/23/2019,,
DAY CARE CENTER,93616198,"GIFT OF KIDS, THE",LOVE AND LEARN LLC,"TOMMASINI, JENNIFER",(916) 941-8751,5130 GOLDEN FOOTHILLS,EL DORADO HILLS,CA,95762,EL DORADO,3,124,LICENSED,5/20/2010,,
DAY CARE CENTER,197413995,GIFTED CHILDREN PRESCHOOL AND KINDERGARTEN,"GERSHKOV, BORIS AND KARINA SEYGALUS-GERSHKOVA",BORIS GERSHKOV,(818) 648-7048,14006 OXNARD STREET,VALLEY GLEN,CA,91401,LOS ANGELES,30,20,LICENSED,1/15/2007,,
